Timestamp,my-wallet-n-users
26/09/2020 1:54,54079775
26/09/2020 2:54,54079775
26/09/2020 3:54,54079775
26/09/2020 4:54,54079775
26/09/2020 5:54,54079775
26/09/2020 6:54,54079775
26/09/2020 7:54,54089822
26/09/2020 8:54,54089822
26/09/2020 9:54,54089822
26/09/2020 10:54,54089822
26/09/2020 11:54,54089822
26/09/2020 12:54,54089822
26/09/2020 13:54,54089822
26/09/2020 14:54,54103040
26/09/2020 15:54,54103040
26/09/2020 16:54,54103040
26/09/2020 17:54,54103040
26/09/2020 18:54,54103040
26/09/2020 19:54,54103040
26/09/2020 20:54,54103040
26/09/2020 21:54,54109814
26/09/2020 22:54,54109814
26/09/2020 23:54,54109814
27/09/2020 0:54,54109814
27/09/2020 1:54,54109814
27/09/2020 2:54,54109814
27/09/2020 3:54,54109814
27/09/2020 4:54,54120575
27/09/2020 5:54,54120575
27/09/2020 6:54,54120575
27/09/2020 7:54,54120575
27/09/2020 8:54,54120575
27/09/2020 9:54,54120575
27/09/2020 10:54,54120575
27/09/2020 11:54,54133987
27/09/2020 12:54,54133987
27/09/2020 13:54,54133987
27/09/2020 14:54,54133987
27/09/2020 15:54,54133987
27/09/2020 16:54,54133987
27/09/2020 17:54,54133987
27/09/2020 18:54,54148169
27/09/2020 19:54,54148169
27/09/2020 20:54,54148169
27/09/2020 21:54,54148169
27/09/2020 22:54,54148169
27/09/2020 23:54,54148169
28/09/2020 0:54,54148169
28/09/2020 1:54,54156314
28/09/2020 2:54,54156314
28/09/2020 3:54,54156314
28/09/2020 4:54,54156314
28/09/2020 5:54,54156314
28/09/2020 6:54,54156314
28/09/2020 7:54,54156314
28/09/2020 8:54,54162823
28/09/2020 9:54,54162823
28/09/2020 10:54,54162823
28/09/2020 11:54,54162823
28/09/2020 12:54,54162823
28/09/2020 13:54,54162823
28/09/2020 14:54,54162823
28/09/2020 15:54,54176009
28/09/2020 16:54,54176009
28/09/2020 17:54,54176009
28/09/2020 18:54,54176009
28/09/2020 19:54,54176009
28/09/2020 20:54,54176009
28/09/2020 21:54,54176009
28/09/2020 22:54,54188967
28/09/2020 23:54,54188967
29/09/2020 0:54,54188967
29/09/2020 1:54,54188967
29/09/2020 2:54,54188967
29/09/2020 3:54,54188967
29/09/2020 4:54,54188967
29/09/2020 5:54,54200481
29/09/2020 6:54,54200481
29/09/2020 7:54,54200481
29/09/2020 8:54,54200481
29/09/2020 9:54,54200481
29/09/2020 10:54,54200481
29/09/2020 11:54,54200481
29/09/2020 12:54,54216169
29/09/2020 13:54,54216169
29/09/2020 14:54,54216169
29/09/2020 15:54,54216169
29/09/2020 16:54,54216169
29/09/2020 17:54,54216169
29/09/2020 18:54,54216169
29/09/2020 19:54,54224524
29/09/2020 20:54,54224524
29/09/2020 21:54,54224524
29/09/2020 22:54,54224524
29/09/2020 23:54,54224524
30/09/2020 0:54,54224524
30/09/2020 1:54,54224524
30/09/2020 2:54,54237885
30/09/2020 3:54,54237885
30/09/2020 4:54,54237885
30/09/2020 5:54,54237885
30/09/2020 6:54,54237885
30/09/2020 7:54,54237885
30/09/2020 8:54,54237885
30/09/2020 9:54,54253128
30/09/2020 10:54,54253128
30/09/2020 11:54,54253128
30/09/2020 12:54,54253128
30/09/2020 13:54,54253128
30/09/2020 14:54,54253128
30/09/2020 15:54,54253128
30/09/2020 16:54,54268353
30/09/2020 17:54,54268353
30/09/2020 18:54,54268353
30/09/2020 19:54,54268353
30/09/2020 20:54,54268353
30/09/2020 21:54,54268353
30/09/2020 22:54,54268353
30/09/2020 23:54,54274719
01/10/2020 0:54,54274719
01/10/2020 1:54,54274719
01/10/2020 2:54,54274719
01/10/2020 3:54,54274719
01/10/2020 4:54,54274719
01/10/2020 5:54,54274719
01/10/2020 6:54,54290217
01/10/2020 7:54,54290217
01/10/2020 8:54,54290217
01/10/2020 9:54,54290217
01/10/2020 10:54,54290217
01/10/2020 11:54,54290217
01/10/2020 12:54,54290217
01/10/2020 13:54,54309711
01/10/2020 14:54,54309711
01/10/2020 15:54,54309711
01/10/2020 16:54,54309711
01/10/2020 17:54,54309711
01/10/2020 18:54,54309711
01/10/2020 19:54,54309711
01/10/2020 20:54,54323892
01/10/2020 21:54,54323892
01/10/2020 22:54,54323892
01/10/2020 23:54,54323892
02/10/2020 0:54,54323892
02/10/2020 1:54,54323892
02/10/2020 2:54,54323892
02/10/2020 3:54,54328109
02/10/2020 4:54,54328109
02/10/2020 5:54,54328109
02/10/2020 6:54,54328109
02/10/2020 7:54,54328109
02/10/2020 8:54,54328109
02/10/2020 9:54,54328109
02/10/2020 10:54,54342007
02/10/2020 11:54,54342007
02/10/2020 12:54,54342007
02/10/2020 13:54,54342007
02/10/2020 14:54,54342007
02/10/2020 15:54,54342007
02/10/2020 16:54,54342007
02/10/2020 17:54,54355557
02/10/2020 18:54,54355557
02/10/2020 19:54,54355557
02/10/2020 20:54,54355557
02/10/2020 21:54,54355557
02/10/2020 22:54,54355557
02/10/2020 23:54,54355557
03/10/2020 0:54,54363474
03/10/2020 1:54,54363474
03/10/2020 2:54,54363474
03/10/2020 3:54,54363474
03/10/2020 4:54,54363474
03/10/2020 5:54,54363474
03/10/2020 6:54,54363474
03/10/2020 7:54,54368858
03/10/2020 8:54,54368858
03/10/2020 9:54,54368858
03/10/2020 10:54,54368858
03/10/2020 11:54,54368858
03/10/2020 12:54,54368858
03/10/2020 13:54,54368858
03/10/2020 14:54,54381298
03/10/2020 15:54,54381298
03/10/2020 16:54,54381298
03/10/2020 17:54,54381298
03/10/2020 18:54,54381298
03/10/2020 19:54,54381298
03/10/2020 20:54,54381298
03/10/2020 21:54,54390986
03/10/2020 22:54,54390986
03/10/2020 23:54,54390986
04/10/2020 0:54,54390986
04/10/2020 1:54,54390986
04/10/2020 2:54,54390986
04/10/2020 3:54,54390986
04/10/2020 4:54,54400552
04/10/2020 5:54,54400552
04/10/2020 6:54,54400552
04/10/2020 7:54,54400552
04/10/2020 8:54,54400552
04/10/2020 9:54,54400552
04/10/2020 10:54,54400552
04/10/2020 11:54,54407145
04/10/2020 12:54,54407145
04/10/2020 13:54,54407145
04/10/2020 14:54,54407145
04/10/2020 15:54,54407145
04/10/2020 16:54,54407145
04/10/2020 17:54,54407145
04/10/2020 18:54,54422490
04/10/2020 19:54,54422490
04/10/2020 20:54,54422490
04/10/2020 21:54,54422490
04/10/2020 22:54,54422490
04/10/2020 23:54,54422490
05/10/2020 0:54,54422490
05/10/2020 1:54,54433253
05/10/2020 2:54,54433253
05/10/2020 3:54,54433253
05/10/2020 4:54,54433253
05/10/2020 5:54,54433253
05/10/2020 6:54,54433253
05/10/2020 7:54,54433253
05/10/2020 8:54,54447673
05/10/2020 9:54,54447673
05/10/2020 10:54,54447673
05/10/2020 11:54,54447673
05/10/2020 12:54,54447673
05/10/2020 13:54,54447673
05/10/2020 14:54,54447673
05/10/2020 15:54,54466372
05/10/2020 16:54,54466372
05/10/2020 17:54,54466372
05/10/2020 18:54,54466372
05/10/2020 19:54,54466372
05/10/2020 20:54,54466372
05/10/2020 21:54,54466372
05/10/2020 22:54,54472152
05/10/2020 23:54,54472152
06/10/2020 0:54,54472152
06/10/2020 1:54,54472152
06/10/2020 2:54,54472152
06/10/2020 3:54,54472152
06/10/2020 4:54,54472152
06/10/2020 5:54,54483954
06/10/2020 6:54,54483954
06/10/2020 7:54,54483954
06/10/2020 8:54,54483954
06/10/2020 9:54,54483954
06/10/2020 10:54,54483954
06/10/2020 11:54,54483954
06/10/2020 12:54,54499788
06/10/2020 13:54,54499788
06/10/2020 14:54,54499788
06/10/2020 15:54,54499788
06/10/2020 16:54,54499788
06/10/2020 17:54,54499788
06/10/2020 18:54,54499788
06/10/2020 19:54,54512273
06/10/2020 20:54,54512273
06/10/2020 21:54,54512273
06/10/2020 22:54,54512273
06/10/2020 23:54,54512273
07/10/2020 0:54,54512273
07/10/2020 1:54,54512273
07/10/2020 2:54,54516464
07/10/2020 3:54,54516464
07/10/2020 4:54,54516464
07/10/2020 5:54,54516464
07/10/2020 6:54,54516464
07/10/2020 7:54,54516464
07/10/2020 8:54,54516464
07/10/2020 9:54,54530005
07/10/2020 10:54,54530005
07/10/2020 11:54,54530005
07/10/2020 12:54,54530005
07/10/2020 13:54,54530005
07/10/2020 14:54,54530005
07/10/2020 15:54,54530005
07/10/2020 16:54,54544080
07/10/2020 17:54,54544080
07/10/2020 18:54,54544080
07/10/2020 19:54,54544080
07/10/2020 20:54,54544080
07/10/2020 21:54,54544080
07/10/2020 22:54,54544080
07/10/2020 23:54,54553988
08/10/2020 0:54,54553988
08/10/2020 1:54,54553988
08/10/2020 2:54,54553988
08/10/2020 3:54,54553988
08/10/2020 4:54,54553988
08/10/2020 5:54,54553988
08/10/2020 6:54,54559430
08/10/2020 7:54,54559430
08/10/2020 8:54,54559430
08/10/2020 9:54,54559430
08/10/2020 10:54,54559430
08/10/2020 11:54,54559430
08/10/2020 12:54,54559430
08/10/2020 13:54,54575650
08/10/2020 14:54,54575650
08/10/2020 15:54,54575650
08/10/2020 16:54,54575650
08/10/2020 17:54,54575650
08/10/2020 18:54,54575650
08/10/2020 19:54,54575650
08/10/2020 20:54,54589342
08/10/2020 21:54,54589342
08/10/2020 22:54,54589342
08/10/2020 23:54,54589342
09/10/2020 0:54,54589342
09/10/2020 1:54,54589342
09/10/2020 2:54,54589342
09/10/2020 3:54,54597777
09/10/2020 4:54,54597777
09/10/2020 5:54,54597777
09/10/2020 6:54,54597777
09/10/2020 7:54,54597777
09/10/2020 8:54,54597777
09/10/2020 9:54,54597777
09/10/2020 10:54,54613800
09/10/2020 11:54,54613800
09/10/2020 12:54,54613800
09/10/2020 13:54,54613800
09/10/2020 14:54,54613800
09/10/2020 15:54,54613800
09/10/2020 16:54,54613800
09/10/2020 17:54,54634276
09/10/2020 18:54,54634276
09/10/2020 19:54,54634276
09/10/2020 20:54,54634276
09/10/2020 21:54,54634276
09/10/2020 22:54,54634276
09/10/2020 23:54,54634276
10/10/2020 0:54,54646160
10/10/2020 1:54,54646160
10/10/2020 2:54,54646160
10/10/2020 3:54,54646160
10/10/2020 4:54,54646160
10/10/2020 5:54,54646160
10/10/2020 6:54,54646160
10/10/2020 7:54,54654244
10/10/2020 8:54,54654244
10/10/2020 9:54,54654244
10/10/2020 10:54,54654244
10/10/2020 11:54,54654244
10/10/2020 12:54,54654244
10/10/2020 13:54,54654244
10/10/2020 14:54,54670996
10/10/2020 15:54,54670996
10/10/2020 16:54,54670996
10/10/2020 17:54,54670996
10/10/2020 18:54,54670996
10/10/2020 19:54,54670996
10/10/2020 20:54,54670996
10/10/2020 21:54,54687415
10/10/2020 22:54,54687415
10/10/2020 23:54,54687415
11/10/2020 0:54,54687415
11/10/2020 1:54,54687415
11/10/2020 2:54,54687415
11/10/2020 3:54,54687415
11/10/2020 4:54,54701746
11/10/2020 5:54,54701746
11/10/2020 6:54,54701746
11/10/2020 7:54,54701746
11/10/2020 8:54,54701746
11/10/2020 9:54,54701746
11/10/2020 10:54,54701746
11/10/2020 11:54,54716269
11/10/2020 12:54,54716269
11/10/2020 13:54,54716269
11/10/2020 14:54,54716269
11/10/2020 15:54,54716269
11/10/2020 16:54,54716269
11/10/2020 17:54,54716269
11/10/2020 18:54,54727717
11/10/2020 19:54,54727717
11/10/2020 20:54,54727717
11/10/2020 21:54,54727717
11/10/2020 22:54,54727717
11/10/2020 23:54,54727717
12/10/2020 0:54,54727717
12/10/2020 1:54,54746017
12/10/2020 2:54,54746017
12/10/2020 3:54,54746017
12/10/2020 4:54,54746017
12/10/2020 5:54,54746017
12/10/2020 6:54,54746017
12/10/2020 7:54,54746017
12/10/2020 8:54,54764587
12/10/2020 9:54,54764587
12/10/2020 10:54,54764587
12/10/2020 11:54,54764587
12/10/2020 12:54,54764587
12/10/2020 13:54,54764587
12/10/2020 14:54,54764587
12/10/2020 15:54,54782949
12/10/2020 16:54,54782949
12/10/2020 17:54,54782949
12/10/2020 18:54,54782949
12/10/2020 19:54,54782949
12/10/2020 20:54,54782949
12/10/2020 21:54,54782949
12/10/2020 22:54,54800335
12/10/2020 23:54,54800335
13/10/2020 0:54,54800335
13/10/2020 1:54,54800335
13/10/2020 2:54,54800335
13/10/2020 3:54,54800335
13/10/2020 4:54,54800335
13/10/2020 5:54,54819241
13/10/2020 6:54,54819241
13/10/2020 7:54,54819241
13/10/2020 8:54,54819241
13/10/2020 9:54,54819241
13/10/2020 10:54,54819241
13/10/2020 11:54,54819241
13/10/2020 12:54,54838051
13/10/2020 13:54,54838051
13/10/2020 14:54,54838051
13/10/2020 15:54,54838051
13/10/2020 16:54,54838051
13/10/2020 17:54,54838051
13/10/2020 18:54,54838051
13/10/2020 19:54,54848355
13/10/2020 20:54,54848355
13/10/2020 21:54,54848355
13/10/2020 22:54,54848355
13/10/2020 23:54,54848355
14/10/2020 0:54,54848355
14/10/2020 1:54,54848355
14/10/2020 2:54,54861963
14/10/2020 3:54,54861963
14/10/2020 4:54,54861963
14/10/2020 5:54,54861963
14/10/2020 6:54,54861963
14/10/2020 7:54,54861963
14/10/2020 8:54,54861963
14/10/2020 9:54,54882311
14/10/2020 10:54,54882311
14/10/2020 11:54,54882311
14/10/2020 12:54,54882311
14/10/2020 13:54,54882311
14/10/2020 14:54,54882311
14/10/2020 15:54,54882311
14/10/2020 16:54,54902129
14/10/2020 17:54,54902129
14/10/2020 18:54,54902129
14/10/2020 19:54,54902129
14/10/2020 20:54,54902129
14/10/2020 21:54,54902129
14/10/2020 22:54,54902129
14/10/2020 23:54,54918190
15/10/2020 0:54,54918190
15/10/2020 1:54,54918190
15/10/2020 2:54,54918190
15/10/2020 3:54,54918190
15/10/2020 4:54,54918190
15/10/2020 5:54,54918190
15/10/2020 6:54,54925551
15/10/2020 7:54,54925551
15/10/2020 8:54,54925551
15/10/2020 9:54,54925551
15/10/2020 10:54,54925551
15/10/2020 11:54,54925551
15/10/2020 12:54,54925551
15/10/2020 13:54,54949726
15/10/2020 14:54,54949726
15/10/2020 15:54,54949726
15/10/2020 16:54,54949726
15/10/2020 17:54,54949726
15/10/2020 18:54,54949726
15/10/2020 19:54,54949726
15/10/2020 20:54,54965359
15/10/2020 21:54,54965359
15/10/2020 22:54,54965359
15/10/2020 23:54,54965359
16/10/2020 0:54,54965359
16/10/2020 1:54,54965359
16/10/2020 2:54,54965359
16/10/2020 3:54,54972122
16/10/2020 4:54,54972122
16/10/2020 5:54,54972122
16/10/2020 6:54,54972122
16/10/2020 7:54,54972122
16/10/2020 8:54,54972122
16/10/2020 9:54,54972122
16/10/2020 10:54,54986817
16/10/2020 11:54,54986817
16/10/2020 12:54,54986817
16/10/2020 13:54,54986817
16/10/2020 14:54,54986817
16/10/2020 15:54,54986817
16/10/2020 16:54,54986817
16/10/2020 17:54,55000664
16/10/2020 18:54,55000664
16/10/2020 19:54,55000664
16/10/2020 20:54,55000664
16/10/2020 21:54,55000664
16/10/2020 22:54,55000664
16/10/2020 23:54,55000664
17/10/2020 0:54,55007047
17/10/2020 1:54,55007047
17/10/2020 2:54,55007047
17/10/2020 3:54,55007047
17/10/2020 4:54,55007047
17/10/2020 5:54,55007047
17/10/2020 6:54,55007047
17/10/2020 7:54,55017742
17/10/2020 8:54,55017742
17/10/2020 9:54,55017742
17/10/2020 10:54,55017742
17/10/2020 11:54,55017742
17/10/2020 12:54,55017742
17/10/2020 13:54,55017742
17/10/2020 14:54,55030303
17/10/2020 15:54,55030303
17/10/2020 16:54,55030303
17/10/2020 17:54,55030303
17/10/2020 18:54,55030303
17/10/2020 19:54,55030303
17/10/2020 20:54,55030303
17/10/2020 21:54,55041177
17/10/2020 22:54,55041177
17/10/2020 23:54,55041177
18/10/2020 0:54,55041177
18/10/2020 1:54,55041177
18/10/2020 2:54,55041177
18/10/2020 3:54,55041177
18/10/2020 4:54,55046328
18/10/2020 5:54,55046328
18/10/2020 6:54,55046328
18/10/2020 7:54,55046328
18/10/2020 8:54,55046328
18/10/2020 9:54,55046328
18/10/2020 10:54,55046328
18/10/2020 11:54,55061170
18/10/2020 12:54,55061170
18/10/2020 13:54,55061170
18/10/2020 14:54,55061170
18/10/2020 15:54,55061170
18/10/2020 16:54,55061170
18/10/2020 17:54,55061170
18/10/2020 18:54,55079394
18/10/2020 19:54,55079394
18/10/2020 20:54,55079394
18/10/2020 21:54,55079394
18/10/2020 22:54,55079394
18/10/2020 23:54,55079394
19/10/2020 0:54,55079394
19/10/2020 1:54,55090019
19/10/2020 2:54,55090019
19/10/2020 3:54,55090019
19/10/2020 4:54,55090019
19/10/2020 5:54,55090019
19/10/2020 6:54,55090019
19/10/2020 7:54,55090019
19/10/2020 8:54,55106842
19/10/2020 9:54,55106842
19/10/2020 10:54,55106842
19/10/2020 11:54,55106842
19/10/2020 12:54,55106842
19/10/2020 13:54,55106842
19/10/2020 14:54,55106842
19/10/2020 15:54,55115853
19/10/2020 16:54,55115853
19/10/2020 17:54,55115853
19/10/2020 18:54,55115853
19/10/2020 19:54,55115853
19/10/2020 20:54,55115853
19/10/2020 21:54,55115853
19/10/2020 22:54,55128930
19/10/2020 23:54,55128930
20/10/2020 0:54,55128930
20/10/2020 1:54,55128930
20/10/2020 2:54,55128930
20/10/2020 3:54,55128930
20/10/2020 4:54,55128930
20/10/2020 5:54,55139434
20/10/2020 6:54,55139434
20/10/2020 7:54,55139434
20/10/2020 8:54,55139434
20/10/2020 9:54,55139434
20/10/2020 10:54,55139434
20/10/2020 11:54,55139434
20/10/2020 12:54,55148171
20/10/2020 13:54,55148171
20/10/2020 14:54,55148171
20/10/2020 15:54,55148171
20/10/2020 16:54,55148171
20/10/2020 17:54,55148171
20/10/2020 18:54,55148171
20/10/2020 19:54,55163420
20/10/2020 20:54,55163420
20/10/2020 21:54,55163420
20/10/2020 22:54,55163420
20/10/2020 23:54,55163420
21/10/2020 0:54,55163420
21/10/2020 1:54,55163420
21/10/2020 2:54,55175495
21/10/2020 3:54,55175495
21/10/2020 4:54,55175495
21/10/2020 5:54,55175495
21/10/2020 6:54,55175495
21/10/2020 7:54,55175495
21/10/2020 8:54,55175495
21/10/2020 9:54,55191366
21/10/2020 10:54,55191366
21/10/2020 11:54,55191366
21/10/2020 12:54,55191366
21/10/2020 13:54,55191366
21/10/2020 14:54,55191366
21/10/2020 15:54,55191366
21/10/2020 16:54,55208001
21/10/2020 17:54,55208001
21/10/2020 18:54,55208001
21/10/2020 19:54,55208001
21/10/2020 20:54,55208001
21/10/2020 21:54,55208001
21/10/2020 22:54,55208001
21/10/2020 23:54,55215468
22/10/2020 0:54,55215468
22/10/2020 1:54,55215468
22/10/2020 2:54,55215468
22/10/2020 3:54,55215468
22/10/2020 4:54,55215468
22/10/2020 5:54,55215468
22/10/2020 6:54,55229361
22/10/2020 7:54,55229361
22/10/2020 8:54,55229361
22/10/2020 9:54,55229361
22/10/2020 10:54,55229361
22/10/2020 11:54,55229361
22/10/2020 12:54,55229361
22/10/2020 13:54,55247020
22/10/2020 14:54,55247020
22/10/2020 15:54,55247020
22/10/2020 16:54,55247020
22/10/2020 17:54,55247020
22/10/2020 18:54,55247020
22/10/2020 19:54,55257266
22/10/2020 20:54,55257266
22/10/2020 21:54,55257266
22/10/2020 22:54,55257266
22/10/2020 23:54,55257266
23/10/2020 0:54,55257266
23/10/2020 1:54,55257266
23/10/2020 2:54,55271863
23/10/2020 3:54,55271863
23/10/2020 4:54,55271863
23/10/2020 5:54,55271863
23/10/2020 6:54,55271863
23/10/2020 7:54,55271863
23/10/2020 8:54,55271863
23/10/2020 9:54,55291812
23/10/2020 10:54,55291812
23/10/2020 11:54,55291812
23/10/2020 12:54,55291812
23/10/2020 13:54,55291812
23/10/2020 14:54,55291812
23/10/2020 15:54,55291812
23/10/2020 16:54,55310073
23/10/2020 17:54,55310073
23/10/2020 18:54,55310073
23/10/2020 19:54,55310073
23/10/2020 20:54,55310073
23/10/2020 21:54,55310073
23/10/2020 22:54,55310073
23/10/2020 23:54,55318601
24/10/2020 0:54,55318601
24/10/2020 1:54,55318601
24/10/2020 2:54,55318601
24/10/2020 3:54,55318601
24/10/2020 4:54,55318601
24/10/2020 5:54,55318601
24/10/2020 6:54,55335238
24/10/2020 7:54,55335238
24/10/2020 8:54,55335238
24/10/2020 9:54,55335238
24/10/2020 10:54,55335238
24/10/2020 11:54,55335238
24/10/2020 12:54,55335238
24/10/2020 13:54,55352545
24/10/2020 14:54,55352545
24/10/2020 15:54,55352545
24/10/2020 16:54,55352545
24/10/2020 17:54,55352545
24/10/2020 18:54,55352545
24/10/2020 19:54,55352545
24/10/2020 20:54,55364970
24/10/2020 21:54,55364970
24/10/2020 22:54,55364970
24/10/2020 23:54,55364970
25/10/2020 0:54,55364970
25/10/2020 1:54,55364970
25/10/2020 1:54,55364970
25/10/2020 2:54,55377364
25/10/2020 3:54,55377364
25/10/2020 4:54,55377364
25/10/2020 5:54,55377364
25/10/2020 6:54,55377364
25/10/2020 7:54,55377364
25/10/2020 8:54,55377364
25/10/2020 9:54,55386127
25/10/2020 10:54,55386127
25/10/2020 11:54,55386127
25/10/2020 12:54,55386127
25/10/2020 13:54,55386127
25/10/2020 14:54,55386127
25/10/2020 15:54,55386127
25/10/2020 16:54,55400672
25/10/2020 17:54,55400672
25/10/2020 18:54,55400672
25/10/2020 19:54,55400672
25/10/2020 20:54,55400672
25/10/2020 21:54,55400672
25/10/2020 22:54,55400672
25/10/2020 23:54,55413053
